venta_id,fecha,año,mes,trimestre,modelo,marca,tipo,segmento,precio_lista,precio_venta,descuento_pct,descuento_monto,precio_final,accesorios_monto,precio_total,costo_vehiculo,margen_bruto,margen_pct,ganancia_neta,vendedor,zona,senioridad,comision_vendedor,financiacion,origen_lead,permuta,valor_permuta,num_accesorios,dias_cierre,test_drive,rating_cliente
VTA-02481,2022-02-01,2022,2,Q1,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,21650000,4,866000,20784000,321662,21105662,15800000,4984000,24.0,5112664,Paula Gómez,Centro,Senior,693146,Plan de ahorro,Web,0,0,3,30,0,5
VTA-01298,2022-02-02,2022,2,Q1,Jeep Renegade,Jeep,SUV,Premium,17500000,17600000,2,352000,17248000,0,17248000,12500000,4748000,27.5,4748000,Martín López,Oeste,Junior,344960,Cuotas 24x,Web,0,0,0,1,1,4
VTA-02292,2022-02-02,2022,2,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3350000,1,33500,3316500,171192,3487692,2600000,716500,21.6,784976,Paula Gómez,Centro,Senior,110605,Contado,Llamada entrante,0,0,1,4,0,3
VTA-02123,2022-02-02,2022,2,Q1,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,52600000,1,526000,52074000,287065,52361065,36400000,15674000,30.1,15788826,Joaquín Torres,Sur,Semi-Senior,1421620,Cuotas 24x,Web,1,10150000,1,8,0,4
VTA-01363,2022-02-02,2022,2,Q1,Ford Ka,Ford,Hatchback,Económico,4000000,3900000,0,0,3900000,524705,4424705,2950000,950000,24.4,1159882,Valentina Cruz,Este,Senior,139035,Cuotas 12x,WhatsApp,0,0,2,3,0,4
VTA-02060,2022-02-02,2022,2,Q1,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,22300000,2,446000,21854000,409571,22263571,16500000,5354000,24.5,5517828,Lucía Fernández,Norte,Semi-Senior,573668,Cuotas 24x,Llamada entrante,1,4500000,2,35,1,5
VTA-00764,2022-02-03,2022,2,Q1,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,22100000,5,1105000,20995000,0,20995000,15800000,5195000,24.7,5195000,Carlos Méndez,Norte,Senior,676039,Cuotas 24x,Showroom,0,0,0,1,0,4
VTA-01593,2022-02-03,2022,2,Q1,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,12750000,1,127500,12622500,263375,12885875,9000000,3622500,28.7,3727850,Joaquín Torres,Sur,Semi-Senior,344594,Contado,Instagram,1,3100000,1,2,0,5
VTA-02454,2022-02-03,2022,2,Q1,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,7550000,0,0,7550000,0,7550000,5600000,1950000,25.8,1950000,Paula Gómez,Centro,Senior,251792,Cuotas 36x,Showroom,0,0,0,18,1,4
VTA-01216,2022-02-04,2022,2,Q1,Toyota Yaris,Toyota,Hatchback,Intermedio,8500000,8700000,4,348000,8352000,173526,8525526,6100000,2252000,27.0,2321410,Joaquín Torres,Sur,Semi-Senior,228010,Cuotas 12x,Showroom,1,2200000,1,9,0,5
VTA-01460,2022-02-06,2022,2,Q1,Toyota SW4,Toyota,SUV,Luxury,42000000,39600000,1,396000,39204000,0,39204000,29500000,9704000,24.8,9704000,Paula Gómez,Centro,Senior,1307453,Contado,Web,1,14950000,0,36,1,2
VTA-01471,2022-02-06,2022,2,Q1,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,10350000,0,0,10350000,616977,10966977,7900000,2450000,23.7,2696790,Martín López,Oeste,Junior,207000,Leasing,Referido,0,0,3,1,0,3
VTA-01023,2022-02-07,2022,2,Q1,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9000000,0,0,9000000,0,9000000,6900000,2100000,23.3,2100000,Diego Romero,Centro,Junior,198000,Plan de ahorro,Web,0,0,0,14,1,5
VTA-00069,2022-02-07,2022,2,Q1,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11250000,5,562500,10687500,0,10687500,8200000,2487500,23.3,2487500,Carlos Méndez,Norte,Senior,344138,Cuotas 24x,Llamada entrante,0,0,0,15,1,3
VTA-03633,2022-02-07,2022,2,Q1,Toyota Hilux,Toyota,Pickup,Premium,28000000,27600000,1,276000,27324000,401146,27725146,19800000,7524000,27.5,7684458,Lucía Fernández,Norte,Semi-Senior,717255,Cuotas 36x,Web,1,10850000,2,1,1,5
VTA-00225,2022-02-07,2022,2,Q1,Renault Oroch,Renault,Pickup,Intermedio,13000000,12550000,1,125500,12424500,257519,12682019,9400000,3024500,24.3,3127507,Martín López,Oeste,Junior,248490,Cuotas 12x,Web,0,0,2,1,1,3
VTA-00246,2022-02-08,2022,2,Q1,Toyota SW4,Toyota,SUV,Luxury,42000000,42500000,0,0,42500000,0,42500000,29500000,13000000,30.6,13000000,Sofía Herrera,Sur,Senior,1466250,Leasing,Referido,0,0,0,17,0,5
VTA-02551,2022-02-08,2022,2,Q1,Toyota Yaris,Toyota,Hatchback,Intermedio,8500000,8000000,3,240000,7760000,0,7760000,6100000,1660000,21.4,1660000,Sofía Herrera,Sur,Senior,267720,Leasing,Web,0,0,0,4,1,4
VTA-02899,2022-02-08,2022,2,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3600000,2,72000,3528000,180448,3708448,2600000,928000,26.3,1000179,Lucía Fernández,Norte,Semi-Senior,92610,Cuotas 24x,Web,0,0,1,1,1,4
VTA-02818,2022-02-08,2022,2,Q1,Chevrolet Onix,Chevrolet,Hatchback,Económico,5800000,5550000,4,222000,5328000,286291,5614291,4200000,1128000,21.2,1242516,Joaquín Torres,Sur,Semi-Senior,145454,Cuotas 12x,Llamada entrante,0,0,1,4,1,5
VTA-03138,2022-02-08,2022,2,Q1,Toyota Yaris,Toyota,Hatchback,Intermedio,8500000,8750000,0,0,8750000,184387,8934387,6100000,2650000,30.3,2723754,Valentina Cruz,Este,Senior,311938,Contado,Referido,0,0,2,9,1,4
VTA-02973,2022-02-09,2022,2,Q1,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,21800000,3,654000,21146000,62867,21208867,16500000,4646000,22.0,4671146,Valentina Cruz,Este,Senior,753855,Contado,Web,0,0,1,36,1,5
VTA-03761,2022-02-09,2022,2,Q1,Honda Civic,Honda,Sedán,Premium,16000000,16650000,3,499500,16150500,0,16150500,11400000,4750500,29.4,4750500,Carlos Méndez,Norte,Senior,520046,Leasing,Web,0,0,0,2,0,4
VTA-02478,2022-02-09,2022,2,Q1,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11050000,0,0,11050000,0,11050000,8200000,2850000,25.8,2850000,Valentina Cruz,Este,Senior,393932,Cuotas 12x,Showroom,0,0,0,1,1,5
VTA-01358,2022-02-09,2022,2,Q1,Chevrolet Onix,Chevrolet,Hatchback,Económico,5800000,5850000,0,0,5850000,281180,6131180,4200000,1650000,28.2,1762472,Joaquín Torres,Sur,Semi-Senior,159705,Cuotas 12x,Instagram,0,0,1,1,1,4
VTA-02351,2022-02-10,2022,2,Q1,Ford Territory,Ford,SUV,Premium,18000000,18050000,1,180500,17869500,0,17869500,12900000,4969500,27.8,4969500,Martín López,Oeste,Junior,357390,Contado,Instagram,1,5650000,0,12,1,5
VTA-02116,2022-02-11,2022,2,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3450000,0,0,3450000,0,3450000,2600000,850000,24.6,850000,Joaquín Torres,Sur,Semi-Senior,94185,Cuotas 36x,Referido,0,0,0,5,0,3
VTA-01505,2022-02-11,2022,2,Q1,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,7650000,2,153000,7497000,0,7497000,5600000,1897000,25.3,1897000,Martín López,Oeste,Junior,149940,Cuotas 36x,Web,0,0,0,1,1,5
VTA-03121,2022-02-11,2022,2,Q1,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,12550000,0,0,12550000,0,12550000,9000000,3550000,28.3,3550000,Joaquín Torres,Sur,Semi-Senior,342615,Cuotas 24x,Web,0,0,0,1,1,4
VTA-02160,2022-02-12,2022,2,Q1,Toyota Yaris,Toyota,Hatchback,Intermedio,8500000,8300000,2,166000,8134000,258746,8392746,6100000,2034000,25.0,2137498,Valentina Cruz,Este,Senior,289977,Contado,Web,1,2200000,1,15,1,4
VTA-01908,2022-02-13,2022,2,Q1,Peugeot 2008,Peugeot,SUV,Intermedio,11000000,10400000,2,208000,10192000,340514,10532514,7900000,2292000,22.5,2428205,Joaquín Torres,Sur,Semi-Senior,278242,Cuotas 36x,Showroom,0,0,2,1,1,5
VTA-03019,2022-02-13,2022,2,Q1,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,14100000,5,705000,13395000,417925,13812925,10200000,3195000,23.9,3362170,Lucía Fernández,Norte,Semi-Senior,351619,Cuotas 12x,Web,0,0,2,14,0,4
VTA-02353,2022-02-13,2022,2,Q1,Renault Duster,Renault,SUV,Intermedio,9800000,10150000,5,507500,9642500,0,9642500,7100000,2542500,26.4,2542500,Lucía Fernández,Norte,Semi-Senior,253116,Contado,Web,0,0,0,9,1,5
VTA-01961,2022-02-14,2022,2,Q1,Toyota SW4,Toyota,SUV,Luxury,42000000,41450000,4,1658000,39792000,118762,39910762,29500000,10292000,25.9,10339504,Paula Gómez,Centro,Senior,1327063,Cuotas 12x,Web,0,0,1,37,1,3
VTA-01372,2022-02-14,2022,2,Q1,Toyota Hilux,Toyota,Pickup,Premium,28000000,26850000,2,537000,26313000,0,26313000,19800000,6513000,24.8,6513000,Diego Romero,Centro,Junior,578886,Leasing,Showroom,0,0,0,13,1,3
VTA-01452,2022-02-14,2022,2,Q1,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,7400000,1,74000,7326000,641410,7967410,5600000,1726000,23.6,1982564,Joaquín Torres,Sur,Semi-Senior,200000,Cuotas 12x,Showroom,0,0,3,10,1,4
VTA-03646,2022-02-14,2022,2,Q1,Renault Duster,Renault,SUV,Intermedio,9800000,9500000,0,0,9500000,0,9500000,7100000,2400000,25.3,2400000,Carlos Méndez,Norte,Senior,305900,Cuotas 36x,Web,1,1600000,0,15,1,5
VTA-00413,2022-02-14,2022,2,Q1,Ford Ka,Ford,Hatchback,Económico,4000000,3950000,0,0,3950000,124406,4074406,2950000,1000000,25.3,1049762,Sofía Herrera,Sur,Senior,136275,Cuotas 12x,Showroom,1,650000,1,1,0,4
VTA-03626,2022-02-14,2022,2,Q1,Renault Duster,Renault,SUV,Intermedio,9800000,10000000,0,0,10000000,256372,10256372,7100000,2900000,29.0,3002548,Carlos Méndez,Norte,Senior,322000,Contado,Web,0,0,1,4,0,4
VTA-00185,2022-02-14,2022,2,Q1,Jeep Renegade,Jeep,SUV,Premium,17500000,17900000,3,537000,17363000,222158,17585158,12500000,4863000,28.0,4951863,Martín López,Oeste,Junior,347260,Contado,Showroom,0,0,1,1,0,5
VTA-01970,2022-02-15,2022,2,Q1,BMW Serie 3,BMW,Sedán,Luxury,48000000,46450000,0,0,46450000,242380,46692380,33600000,12850000,27.7,12946952,Joaquín Torres,Sur,Semi-Senior,1268085,Contado,Instagram,0,0,2,47,1,5
VTA-03709,2022-02-15,2022,2,Q1,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,8300000,2,166000,8134000,51737,8185737,5900000,2234000,27.5,2254694,Sofía Herrera,Sur,Senior,280623,Leasing,WhatsApp,0,0,1,11,1,4
VTA-03976,2022-02-16,2022,2,Q1,Ford Territory,Ford,SUV,Premium,18000000,18650000,2,373000,18277000,0,18277000,12900000,5377000,29.4,5377000,Paula Gómez,Centro,Senior,609538,Contado,Instagram,1,6000000,0,3,1,5
VTA-03861,2022-02-16,2022,2,Q1,Renault Duster,Renault,SUV,Intermedio,9800000,9650000,0,0,9650000,366052,10016052,7100000,2550000,26.4,2696420,Diego Romero,Centro,Junior,212300,Cuotas 24x,WhatsApp,0,0,2,1,0,3
VTA-02700,2022-02-17,2022,2,Q1,Renault Duster,Renault,SUV,Intermedio,9800000,9600000,2,192000,9408000,0,9408000,7100000,2308000,24.5,2308000,Carlos Méndez,Norte,Senior,302938,Cuotas 24x,Referido,1,3900000,0,16,1,4
VTA-03399,2022-02-18,2022,2,Q1,Ford Ka,Ford,Hatchback,Económico,4000000,4150000,1,41500,4108500,114556,4223056,2950000,1158500,28.2,1204322,Sofía Herrera,Sur,Senior,141743,Contado,Referido,0,0,1,3,1,4
VTA-01338,2022-02-18,2022,2,Q1,Jeep Compass,Jeep,SUV,Luxury,25000000,25900000,0,0,25900000,0,25900000,17800000,8100000,31.3,8100000,Sofía Herrera,Sur,Senior,893550,Cuotas 24x,Instagram,0,0,0,18,1,4
VTA-03025,2022-02-18,2022,2,Q1,Honda HR-V,Honda,SUV,Premium,15500000,15800000,0,0,15800000,668845,16468845,11000000,4800000,30.4,5067538,Paula Gómez,Centro,Senior,526930,Cuotas 24x,Referido,1,5100000,3,27,1,4
VTA-01168,2022-02-18,2022,2,Q1,BMW Serie 3,BMW,Sedán,Luxury,48000000,48850000,3,1465500,47384500,0,47384500,33600000,13784500,29.1,13784500,Paula Gómez,Centro,Senior,1580273,Cuotas 24x,Referido,0,0,0,40,0,5
VTA-01880,2022-02-19,2022,2,Q1,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,8000000,1,80000,7920000,369567,8289567,5600000,2320000,29.3,2467826,Carlos Méndez,Norte,Senior,255024,Cuotas 12x,Referido,1,2150000,2,4,1,4
VTA-00487,2022-02-19,2022,2,Q1,BMW Serie 3,BMW,Sedán,Luxury,48000000,46700000,3,1401000,45299000,198691,45497691,33600000,11699000,25.8,11778476,Valentina Cruz,Este,Senior,1614909,Cuotas 12x,Llamada entrante,0,0,2,18,1,5
VTA-00710,2022-02-19,2022,2,Q1,Honda Civic,Honda,Sedán,Premium,16000000,16050000,1,160500,15889500,0,15889500,11400000,4489500,28.3,4489500,Joaquín Torres,Sur,Semi-Senior,433783,Cuotas 24x,Web,0,0,0,6,0,5
VTA-02746,2022-02-20,2022,2,Q1,BMW Serie 3,BMW,Sedán,Luxury,48000000,46100000,4,1844000,44256000,425887,44681887,33600000,10656000,24.1,10826354,Carlos Méndez,Norte,Senior,1425043,Cuotas 24x,Referido,0,0,2,21,1,5
VTA-00980,2022-02-20,2022,2,Q1,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,11950000,4,478000,11472000,89468,11561468,9000000,2472000,21.5,2507787,Paula Gómez,Centro,Senior,382591,Contado,Showroom,0,0,1,10,1,5
VTA-03102,2022-02-20,2022,2,Q1,BMW Serie 3,BMW,Sedán,Luxury,48000000,49850000,1,498500,49351500,90738,49442238,33600000,15751500,31.9,15787795,Lucía Fernández,Norte,Semi-Senior,1295477,Cuotas 12x,Web,1,13950000,1,2,1,5
VTA-01843,2022-02-21,2022,2,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3400000,0,0,3400000,112094,3512094,2600000,800000,23.5,844837,Lucía Fernández,Norte,Semi-Senior,89250,Contado,Instagram,1,900000,1,4,0,4
VTA-00972,2022-02-21,2022,2,Q1,Renault Sandero,Renault,Hatchback,Económico,4800000,4700000,0,0,4700000,0,4700000,3500000,1200000,25.5,1200000,Paula Gómez,Centro,Senior,156745,Contado,Web,0,0,0,1,1,4
VTA-03923,2022-02-22,2022,2,Q1,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9550000,2,191000,9359000,0,9359000,6900000,2459000,26.3,2459000,Martín López,Oeste,Junior,187180,Contado,Web,0,0,0,7,0,4
VTA-02025,2022-02-22,2022,2,Q1,BMW Serie 3,BMW,Sedán,Luxury,48000000,49550000,2,991000,48559000,265785,48824785,33600000,14959000,30.8,15065314,Carlos Méndez,Norte,Senior,1563600,Cuotas 12x,Llamada entrante,1,10450000,1,3,1,5
VTA-02003,2022-02-23,2022,2,Q1,Honda HR-V,Honda,SUV,Premium,15500000,15100000,0,0,15100000,0,15100000,11000000,4100000,27.2,4100000,Diego Romero,Centro,Junior,332200,Contado,Referido,1,6050000,0,12,1,4
VTA-03481,2022-02-23,2022,2,Q1,Toyota Yaris,Toyota,Hatchback,Intermedio,8500000,8350000,4,334000,8016000,551051,8567051,6100000,1916000,23.9,2136420,Lucía Fernández,Norte,Semi-Senior,210420,Leasing,Showroom,1,1250000,3,5,1,5
VTA-00257,2022-02-24,2022,2,Q1,Renault Duster,Renault,SUV,Intermedio,9800000,9700000,0,0,9700000,169721,9869721,7100000,2600000,26.8,2667888,Paula Gómez,Centro,Senior,323495,Cuotas 24x,Referido,0,0,1,1,1,5
VTA-03294,2022-02-24,2022,2,Q1,Ford EcoSport,Ford,SUV,Intermedio,10500000,10900000,0,0,10900000,462636,11362636,7600000,3300000,30.3,3485054,Diego Romero,Centro,Junior,239800,Contado,Referido,0,0,2,3,0,4
VTA-03090,2022-02-24,2022,2,Q1,Renault Oroch,Renault,Pickup,Intermedio,13000000,12600000,3,378000,12222000,0,12222000,9400000,2822000,23.1,2822000,Lucía Fernández,Norte,Semi-Senior,320828,Contado,Referido,1,1950000,0,1,1,4
VTA-02925,2022-02-24,2022,2,Q1,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9650000,2,193000,9457000,0,9457000,6900000,2557000,27.0,2557000,Joaquín Torres,Sur,Semi-Senior,258176,Cuotas 24x,Web,0,0,0,1,1,2
VTA-01299,2022-02-24,2022,2,Q1,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9750000,2,195000,9555000,66311,9621311,6900000,2655000,27.8,2681524,Martín López,Oeste,Junior,191100,Contado,Referido,1,2800000,1,1,1,5
VTA-03228,2022-02-25,2022,2,Q1,Jeep Renegade,Jeep,SUV,Premium,17500000,16500000,0,0,16500000,0,16500000,12500000,4000000,24.2,4000000,Valentina Cruz,Este,Senior,588225,Contado,Web,1,5000000,0,2,1,4
VTA-02780,2022-02-25,2022,2,Q1,Jeep Renegade,Jeep,SUV,Premium,17500000,16550000,5,827500,15722500,0,15722500,12500000,3222500,20.5,3222500,Carlos Méndez,Norte,Senior,506264,Cuotas 12x,Referido,0,0,0,6,1,4
VTA-01707,2022-02-26,2022,2,Q1,Ford Ranger,Ford,Pickup,Premium,24000000,23800000,4,952000,22848000,472964,23320964,17200000,5648000,24.7,5837185,Paula Gómez,Centro,Senior,761981,Cuotas 12x,Instagram,0,0,2,15,1,2
VTA-02081,2022-03-01,2022,3,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3350000,0,0,3350000,493339,3843339,2600000,750000,22.4,947335,Paula Gómez,Centro,Senior,111722,Cuotas 24x,Showroom,0,0,2,1,1,5
VTA-00807,2022-03-01,2022,3,Q1,Toyota Hilux,Toyota,Pickup,Premium,28000000,28100000,3,843000,27257000,501645,27758645,19800000,7457000,27.4,7657658,Joaquín Torres,Sur,Semi-Senior,744116,Leasing,Web,1,9500000,2,6,1,4
VTA-01706,2022-03-01,2022,3,Q1,Renault Sandero,Renault,Hatchback,Económico,4800000,4600000,2,92000,4508000,376785,4884785,3500000,1008000,22.4,1158714,Paula Gómez,Centro,Senior,150342,Contado,Web,0,0,3,2,1,5
VTA-01967,2022-03-01,2022,3,Q1,Renault Oroch,Renault,Pickup,Intermedio,13000000,13400000,3,402000,12998000,0,12998000,9400000,3598000,27.7,3598000,Sofía Herrera,Sur,Senior,448431,Cuotas 24x,Referido,1,2200000,0,1,1,4
VTA-03691,2022-03-02,2022,3,Q1,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11850000,2,237000,11613000,0,11613000,8200000,3413000,29.4,3413000,Diego Romero,Centro,Junior,255486,Cuotas 24x,Referido,1,4000000,0,5,1,5
VTA-02575,2022-03-02,2022,3,Q1,Ford EcoSport,Ford,SUV,Intermedio,10500000,10750000,0,0,10750000,57254,10807254,7600000,3150000,29.3,3172901,Diego Romero,Centro,Junior,236500,Cuotas 36x,Web,0,0,1,1,1,3
VTA-01930,2022-03-02,2022,3,Q1,Toyota Yaris,Toyota,Hatchback,Intermedio,8500000,8750000,2,175000,8575000,0,8575000,6100000,2475000,28.9,2475000,Martín López,Oeste,Junior,171500,Cuotas 24x,Referido,0,0,0,4,1,5
VTA-03743,2022-03-02,2022,3,Q1,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,14850000,0,0,14850000,0,14850000,10200000,4650000,31.3,4650000,Valentina Cruz,Este,Senior,529402,Cuotas 36x,Instagram,0,0,0,10,1,5
VTA-02329,2022-03-02,2022,3,Q1,Toyota Hilux,Toyota,Pickup,Premium,28000000,26800000,2,536000,26264000,365703,26629703,19800000,6464000,24.6,6610281,Carlos Méndez,Norte,Senior,845701,Contado,Showroom,0,0,2,36,1,4
VTA-02905,2022-03-02,2022,3,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3500000,5,175000,3325000,629353,3954353,2600000,725000,21.8,976741,Diego Romero,Centro,Junior,73150,Contado,Showroom,0,0,3,1,0,4
VTA-02438,2022-03-02,2022,3,Q1,Toyota Hilux,Toyota,Pickup,Premium,28000000,27050000,2,541000,26509000,0,26509000,19800000,6709000,25.3,6709000,Paula Gómez,Centro,Senior,884075,Cuotas 12x,Web,1,10400000,0,1,0,5
VTA-00595,2022-03-02,2022,3,Q1,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,8500000,1,85000,8415000,276631,8691631,5900000,2515000,29.9,2625652,Carlos Méndez,Norte,Senior,270963,Cuotas 12x,Web,0,0,1,8,1,4
VTA-01176,2022-03-03,2022,3,Q1,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,21950000,0,0,21950000,274729,22224729,15800000,6150000,28.0,6259891,Valentina Cruz,Este,Senior,782517,Plan de ahorro,Web,0,0,1,3,1,4
VTA-01292,2022-03-03,2022,3,Q1,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,7800000,3,234000,7566000,211904,7777904,5900000,1666000,22.0,1750761,Joaquín Torres,Sur,Semi-Senior,206552,Cuotas 12x,Referido,0,0,1,1,1,4
VTA-02151,2022-03-03,2022,3,Q1,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,4100000,4,164000,3936000,267537,4203537,3100000,836000,21.2,943014,Lucía Fernández,Norte,Semi-Senior,103320,Cuotas 24x,Showroom,0,0,1,7,1,5
VTA-00573,2022-03-03,2022,3,Q1,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,7400000,4,296000,7104000,141552,7245552,5600000,1504000,21.2,1560620,Paula Gómez,Centro,Senior,236918,Plan de ahorro,Instagram,1,2000000,1,6,1,5
VTA-03286,2022-03-03,2022,3,Q1,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,52550000,0,0,52550000,289619,52839619,36400000,16150000,30.7,16265847,Martín López,Oeste,Junior,1051000,Plan de ahorro,Web,1,22700000,1,11,0,4
VTA-02656,2022-03-03,2022,3,Q1,BMW Serie 3,BMW,Sedán,Luxury,48000000,48100000,0,0,48100000,179066,48279066,33600000,14500000,30.1,14571626,Valentina Cruz,Este,Senior,1714765,Cuotas 36x,Instagram,0,0,1,23,1,5
VTA-03253,2022-03-03,2022,3,Q1,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,7950000,2,159000,7791000,0,7791000,5600000,2191000,28.1,2191000,Lucía Fernández,Norte,Semi-Senior,204514,Cuotas 36x,Referido,1,1300000,0,14,1,5
VTA-03251,2022-03-03,2022,3,Q1,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11500000,1,115000,11385000,0,11385000,8200000,3185000,28.0,3185000,Carlos Méndez,Norte,Senior,366597,Cuotas 24x,Instagram,1,2050000,0,9,1,4
VTA-01747,2022-03-04,2022,3,Q1,Honda HR-V,Honda,SUV,Premium,15500000,14800000,3,444000,14356000,0,14356000,11000000,3356000,23.4,3356000,Carlos Méndez,Norte,Senior,462263,Leasing,Llamada entrante,0,0,0,11,1,5
VTA-02493,2022-03-04,2022,3,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3400000,1,34000,3366000,579658,3945658,2600000,766000,22.8,997863,Valentina Cruz,Este,Senior,119998,Plan de ahorro,Showroom,1,550000,3,24,1,5
VTA-02560,2022-03-04,2022,3,Q1,Jeep Compass,Jeep,SUV,Luxury,25000000,25100000,0,0,25100000,0,25100000,17800000,7300000,29.1,7300000,Diego Romero,Centro,Junior,552200,Cuotas 24x,WhatsApp,0,0,0,7,1,3
VTA-03669,2022-03-04,2022,3,Q1,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11400000,1,114000,11286000,387026,11673026,8200000,3086000,27.3,3240810,Carlos Méndez,Norte,Senior,363409,Cuotas 24x,Showroom,1,2850000,2,10,1,4
VTA-01570,2022-03-04,2022,3,Q1,Renault Kwid,Renault,Hatchback,Económico,3500000,3300000,0,0,3300000,0,3300000,2600000,700000,21.2,700000,Paula Gómez,Centro,Senior,110055,Contado,Instagram,0,0,0,1,0,4
VTA-01536,2022-03-04,2022,3,Q1,Ford EcoSport,Ford,SUV,Intermedio,10500000,10250000,1,102500,10147500,97976,10245476,7600000,2547500,25.1,2586690,Paula Gómez,Centro,Senior,338419,Contado,WhatsApp,0,0,1,7,1,4
VTA-01286,2022-03-05,2022,3,Q1,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,7750000,2,155000,7595000,0,7595000,5600000,1995000,26.3,1995000,Diego Romero,Centro,Junior,167090,Contado,Web,1,1500000,0,14,0,4
VTA-01864,2022-03-05,2022,3,Q1,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,8000000,3,240000,7760000,0,7760000,5600000,2160000,27.8,2160000,Lucía Fernández,Norte,Semi-Senior,203700,Contado,Referido,1,1550000,0,14,0,4
VTA-03320,2022-03-05,2022,3,Q1,Ford Ka,Ford,Hatchback,Económico,4000000,4000000,2,80000,3920000,0,3920000,2950000,970000,24.7,970000,Sofía Herrera,Sur,Senior,135240,Plan de ahorro,Llamada entrante,0,0,0,9,0,4
VTA-03492,2022-03-05,2022,3,Q1,Renault Oroch,Renault,Pickup,Intermedio,13000000,12800000,2,256000,12544000,131724,12675724,9400000,3144000,25.1,3196689,Paula Gómez,Centro,Senior,418342,Contado,WhatsApp,0,0,1,5,1,4
VTA-03225,2022-03-06,2022,3,Q1,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,14950000,0,0,14950000,130449,15080449,10200000,4750000,31.8,4802179,Diego Romero,Centro,Junior,328900,Contado,Web,1,5850000,1,5,0,4
VTA-00780,2022-03-06,2022,3,Q1,Renault Sandero,Renault,Hatchback,Económico,4800000,4650000,3,139500,4510500,0,4510500,3500000,1010500,22.4,1010500,Joaquín Torres,Sur,Semi-Senior,123137,Cuotas 36x,Web,0,0,0,6,1,5
VTA-01496,2022-03-07,2022,3,Q1,Renault Duster,Renault,SUV,Intermedio,9800000,10100000,1,101000,9999000,134154,10133154,7100000,2899000,29.0,2952661,Valentina Cruz,Este,Senior,356464,Leasing,WhatsApp,1,3450000,1,10,0,5
VTA-00686,2022-03-07,2022,3,Q1,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11800000,4,472000,11328000,0,11328000,8200000,3128000,27.6,3128000,Valentina Cruz,Este,Senior,403843,Leasing,Llamada entrante,0,0,0,12,0,5
VTA-01162,2022-03-07,2022,3,Q1,Ford EcoSport,Ford,SUV,Intermedio,10500000,9850000,0,0,9850000,128723,9978723,7600000,2250000,22.8,2301489,Joaquín Torres,Sur,Semi-Senior,268905,Contado,Web,1,2300000,1,6,1,4
VTA-01279,2022-03-07,2022,3,Q1,Renault Duster,Renault,SUV,Intermedio,9800000,9950000,0,0,9950000,0,9950000,7100000,2850000,28.6,2850000,Lucía Fernández,Norte,Semi-Senior,261188,Cuotas 12x,Llamada entrante,0,0,0,11,0,4
